title;image_link;first_name;last_name;infix;publication_year;audiobook;pages;blurb;summary;themes;reading_level;recommendation_text;review_text;review_link;secondary_literature_text;secondary_literature_link
Ivanov;https://media.s-bol.com/x8mQ8LMzQLNE/1W5JPW0/134x210.jpg;Hanna;Bervoets;;2016;Storytel;310;"Een jonge Nederlander raakt in New York in de ban van een intrigerende vrouwelijke wetenschapper en wordt daardoor betrokken bij een opmerkelijk experiment.

";De jonge homo Felix ontmoet in het begin van de jaren negentig in New York, waar hij studeert, een opmerkelijke wetenschapster, Helena Frank. Die is gefascineerd door de experimenten die in het begin van de twintigste eeuw in Rusland zijn uitgevoerd door ene Ivanov: hij probeerde een mens en een chimpansee te kruisen. Helena vermoedt dat de oorsprong van het hiv-virus te vinden is in die experimenten van destijds. Ze laat het niet bij vermoedens. En dat heeft grote gevolgen, ook voor Felix.;"""andere-plaatsen-andere-tijden"",""de-adolescent"",""liefde"",""rebellie"",""school"",""berust-op-werkelijkheid""";3;;;https://www.volkskrant.nl/cultuur-media/gesmeerd-coming-of-age-verhaal-dat-beklijft~b4f59b2c/;;
De tolk van Java;https://media.s-bol.com/q9Bz33AJ427p/gr1DrY/132x210.jpg;Alfred;Birney;;2016;Storytel;465;"Het kind van een vader met een oorlogsverleden, en een moeder die haar kinderen liever kwijt is dan rijk, is de verteller in dit aangrijpend verhaal. De herinneringen van de vader aan de '˜Politionele Acties', de oorlog die Nederland uitvocht in IndonesiÃ« rond 1947, zijn gruwelijk en schokkend.
";"Arendwordt geboren in Nederlands-Indië, als het onechte kind van een Nederlandse advocaat en een Chinese hulp in de huishouding. Hij groeit op (en ontspoort) tijdens de Japanse bezetting van Nederlands-Indië (1941-1945) en is, als die oorlog eindigt, er als de kippen bij om mee te vechten in wat in onze geschiedenisboeken ""Politionele Acties"" worden genoemd, maar wat feitelijk een wrede onafhankelijkheidsoorlog was: Indonesië vocht zich vrij van de ""koloniale overheerser"" Nederland. Zijn gruwelijke oorlogservaringen neemt Arend mee naar Nederland: zijn vrouw en kinderen lijden vreselijk onder de terreur van deze getraumatiseerde man.
";"""andere-plaatsen-andere-tijden"",""de-adolescent"",""eenzaamheid"",""liefde"",""misdaad"",""oorlog"",""op-zoek-naar-je-wortels"",""ouders-en-kinderen"",""psychische-gestoordheid"",""rebellie"",""ziekte-en-dood"",""familie"",""berust-op-werkelijkheid""";3;;;https://www.literairnederland.nl/recensie-alfred-birney-de-tolk-van-java/;;
Erik of Het klein insectenboek;https://media.s-bol.com/pY6Wl0o619y1/154x210.jpg;;Bomans, Godfried;;1941;Storytel;143;"De negenjarige Erik Pinksterblom ligt in bed en kan niet slapen. Hij heeft het gevoel dat er 'iets groots' gaat gebeuren. Hij besluit om in afwachting van de grote gebeurtenis nog een beetje te leren voor een proefwerk dat hij de volgende dag heeft over het hoofdstuk 'Insecten' uit ""Solms' Beknopte Natuurlijke Historie"".";"Boven Eriks bed hangt een schilderij dat hij 'Wollewei' noemt en waarop alle insecten staan afgebeeld. Als hij verzucht dat hij daar zo graag eens zou zijn, gebeurt het wonder: Erik wordt piepklein en is opeens in het schilderij. Daar beleeft hij allerlei avonturen; hij is onder meer te gast bij de wespenfamilie Vliesvleugel, logeert een tijdje in hotel Het Slakkenhuis en hij sluit vriendschap met een vlinder. Ondergronds probeert hij een worm uit de knoop te halen en ontmoet hij een doodgraver die niet kan wachten tot Erik doodgaat en hem in afwachting van het heugelijke feit probeert vet te mesten. In de insectenwereld gonst het inmiddels van de geruchten over Erik, dat rare insect dat maar twee benen heeft en alles lijkt te weten wat voor de dieren zelf een raadsel is. Als Erik een mier ontmoet die hem meeneemt naar de mierenkolonie, wacht hem dan ook een warm onthaal. Erik besluit zijn ware aard te onthullen en de mieren in te schakelen om terug te keren naar de mensenwereld.";;3;;;;Besproken in Literair Lexicon;
Het gym;https://media.s-bol.com/7pgVyRynYAmQ/qYpxq0R/134x210.jpg;Karin;Amatmoekrim;;2011;;256;De twaalfjarige Sandra Spalburg woont met haar moeder en halfzusje in 'De Wijk', een vervallen, armoedig deel van een stad aan de kust. Sandra is een heel intelligent meisje en zij gaat daarom als enige kind uit De Wijk naar het chique gymnasium in het rijke dorp, een paar kilometer verderop.;;;2;;;;;
Hajar en Daan;https://media.s-bol.com/z7WYG5l1AqK2/130x210.jpg;Robert;Anker;;2004;;288;Een leraar wordt verliefd op een van zijn Marokkaanse leerlingen;"Daan Hollander is leraar geschiedenis op een zwarte school in Amsterdam. Hij is totaal niet geïnteresseerd in zijn vak, niet in leerlingen, alleen in alles wat hem snel genot garandeert. Maar dan komt het Marokkaanse meisje Hajar in zijn klas. Ze zijn meteen wég van elkaar. Tegen alle waarschuwingen vanuit zijn omgeving in, begint Daan een relatie met het meisje. Het is niet zo verwonderlijk dat die relatie bij een heleboel mensen (collega's, de rector, de familie van Hajar) op steeds meer tegenstand stuit, maar Hajar en Daan gaan de confrontatie aan met hun omgeving.
Hajar heeft duidelijk ook een zeer beschavende invloed op Daan, die warempel aangestoken wordt door haar streven om zichzelf en haar omgeving maximaal te emanciperen, te ontwikkelen. Hij raakt geïnteresseerd in allerlei zaken die hem tevoren koud lieten.
Hoe hun liefdesrelatie verder verloopt, moet je zelf maar lezen.";"""rebellie"",""vrouwenstrijd"",""liefde"",""school"",""ouders-en-kinderen"",""andere-plaatsen-andere-tijden""";3;;;;;
Loverboy;https://media.s-bol.com/RRQ0rL3G0Jw/129x210.jpg;René;Appel;;2005;;297;Een schrijfster brengt een van haar gewelddadige verhalen in de praktijk.;"Loverboy is een spannend verhaal over een schrijfster van misdaadverhalen, Yoka, die haar man Hans, journalist, verdenkt van overspel.
Ze schrijft een roman die gaat over Anouk, een detective die een weggelopen tienermeisje moet zien te vinden. Yoka gaat zich in haar gewone leven steeds meer gedragen als haar romanpersonage Anouk. Verhaal en werkelijkheid gaan steeds meer op elkaar lijken!!
Een spannend verhaal, dat door de wisseling van de twee verhaallijnen wel van je vraagt dat je er met je hersens bij blijft.";"""eenzaamheid"",""liefde"",""misdaad"",""psychische-gestoordheid"",""ziekte-en-dood"",""vrouwenstrijd""";2;;;;;
Montyn;https://media.s-bol.com/NpoKlMqOY48D/D1Q0665/157x210.jpg;Dirk;Ayelt Kooiman;;1982;;367;Het spectaculaire levensverhaal van de kunstenaar Jan Montyn, die als onbezonnen jongen in het Duitse leger mee gaat vechten.;"Het boek vertelt het levensverhaal van de kunstenaar Jan Montyn, die tijdens de Tweede Wereldoorlog om zijn saaie leven thuis te ontvluchten, dienst neemt in het Duitse leger, in de SS terechtkomt, midden in de oorlog verzeild raakt en verslaafd lijkt te raken aan gevaar en geweld.
Het is dus gebaseerd op feiten, maar leest als een schokkend en spannend oorlogsverhaal. Wat komt er van je terecht als je voortdurend de dood in ogen hebt gekeken?!";"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""kunst-en-kunstenaar"",""liefde"",""oorlog"",""rebellie"",""ziekte-en-dood"",""familie"",""berust-op-werkelijkheid""";3;;;https://www.trouw.nl/cultuur/het-was-alsof-hij-de-maat-nam-van-zijn-eigen-graf~a00a6a21/;Besproken in Literair Lexicon / Uittr. Pocket;
De kapperszoon;https://media.s-bol.com/XnlvA65Bry3l/mOOJ7q3/130x210.jpg;Gerbrand;Bakker;;2022;;299;Een eenzelvige, ‘onsociale’ man raakt geïntrigeerd door de gebeurtenissen rond zijn vader, die kort voor zijn geboorte zijn moeder in de steek liet en bij een vliegramp om het leven kwam.;Simon heeft zijn vader nooit gekend. Die liet, kort voor zijn geboorte zijn zwangere vrouw in de steek en ging op reis met het KLM-toestel dat in 1977 op Tenerife tegen een Amerikaanse Boeing knalde. Alle passagiers in het Nederlandse toestel kwamen om het leven. Simon raakt geïntrigeerd door die verdwijning en die ramp, gaat, na al die jaren, zijn oude moeder vragen stellen. Wat speelde er destijds??;"""Andere-plaatsen-andere-tijden"", ""eenzaamheid"", ""liefde"", ""Op-zoek-naar-je-wortels"", ""Ouders-en-kinderen"", ""familie""";3;Meneer Hegge over dit boek: 'Verrassend en spannend verhaal over een man die leeft op Tenerife. Hij heeft een eigen kapperszaak waarin hij bleef hangen na de grootste vliegtuigramp ooit in 1977. Die ramp waarbij een vliegtuig van de KLM en een Amerikaans vliegtuig botsten, eiste 588 doden. De schrijver vertelt de levensgeschiedenis van Simon die daarbij zijn vader kwijtraakte. Rouwverwerking is een thema maar ook heeft het verhaal een verrassende wending.';;;;
De omweg;https://media.s-bol.com/mGvX3oZEZL2n/MwWEg1B/130x210.jpg;Gerbrand;Bakker;;2010;;235;Een vrouw vertrekt naar het buitenland, zonder haar man iets te zeggen, en vestigt zich in een afgelegen huis in Wales. Langzaam wordt duidelijk waarom ze deze opmerkelijke stap gezet heeft'¦;Een vrouw vertrekt zonder haar man iets te zeggen, met wat spullen in de aanhanger achter haar auto en reist naar Wales, waar ze een afgelegen huisje huurt. Dat maakt ze bewoonbaar en ze verzorgt de tuin. Een jonge Welshman trekt bij haar in. Haar ogenschijnlijk idyllische bestaan begint steeds meer barstjes te vertonen, en langzaam wordt duidelijk waarom ze de eenzaamheid heeft opgezocht.;"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""kunst-en-kunstenaar"",""liefde"",""ziekte-en-dood"",""vrouwenstrijd""";3;;;;;
Boven is het stil;https://media.s-bol.com/DQyWgg4jOQQ5/128x210.jpg;Gerbrand;Bakker;;2006;;264;Boven is het stil' is een loflied op de schoonheid van de natuur, een boek over weilanden, water, vogels, ijs in sloten en meertjes, koeien, schapen, twee aardige ezels, en één bonte kraai.;"Boven is het stil' is een loflied op de schoonheid van de natuur, een boek over weilanden, water, vogels, ijs in sloten en meertjes, koeien, schapen, twee aardige ezels, en één bonte kraai.

Maar in de uitgestrektheid van deze natuur kan men snel in zijn eenzaamheid verdrinken. Daarom is het verhaal van Helmer, boer tegen wil en dank, ook het verhaal van een knagende hunkering naar het onbekende.
Helmer doet zijn vader naar boven; het is tijd om schoon schip te maken. Hij haalt de woonkamer en de voormalige ouderlijke slaapkamer leeg, schildert de boel en koopt nieuwe spullen. Ooit had hij een tweelingbroer, Henk, de lieveling van zijn vader, degene die de boerderij zou overnemen. Maar van de ene op de andere dag werd Helmer tot opvolger gebombardeerd, door vader uit de stad gehaald en onder de koeien gezet. In het drassige laagland, met alleen het snuiven van de koeien en het gemekker van de schapen die de stilte nu en dan doorbreken, verzorgt hij de dieren en zijn oude vader.Als de buurman naar Denemarken emigreert, komt Helmer vooralsnog niet verder dan fantaseren over een andere toekomst, misschien in een ander land. Een onverwachte brief en een even onverwacht bezoek maken dat hij zich niet langer kan verstoppen voor de wereld en voor zichzelf.";"""liefde"",""ouders-en-kinderen"",""ziekte-en-dood"",""eenzaamheid"",""op-zoek-naar-je-wortels""";4;;;https://www.volkskrant.nl/cultuur-media/vader-is-naar-boven-gedaan~b5fb9d05/;;
Paradiso;https://media.s-bol.com/Zz2rGgVG7Nl5/132x210.jpg;Kees;Beijnum;van;2008;;292;"Een man besluit te gaan scheiden; maar een dijkdoorbraak waarbij zijn vrouw vermist raakt, verandert de situatie.";"Paradiso is het verhaal Mart Hitz, op weg naar huis om zijn vrouw te vertellen dat hij haar gaat verlaten voor zijn nieuwe liefde. Maar dan blijkt er een dijkdoorbraak te hebben plaatsgevonden: de hele omgeving is geëvacueerd en zijn vrouw is nergens te vinden. Mart start een zoektocht naar zijn vrouw die hem nogal wat schokkende informatie oplevert over haar leven!.
";"""rebellie"",""vrouwenstrijd"",""liefde""";3;;;;;
De langverwachte;https://media.s-bol.com/37nW0KzOOEQ/139x210.jpg;Abdelkader;Benali;;2003;;396;Mehdi Ajoeb, zoon van de rijbewijsloze Driss Ajoeb en de aan thee verslaafde Malika, ziet zijn heimelijke liefde voor de hoogblonde Diana Doorn bewaarheid worden als ze zijn affectie in een hallucinerende nacht beantwoordt.;"Vanuit het perspectief van een kind met een bijzondere gave - dat op nieuwjaarsnacht het licht zal zien - wordt een familieverhaal verteld waarin verschillende personages in Rotterdam elkaar en zichzelf zoeken. Naast Mehdi's familie - Driss, die uit schaamte de landstreek verliet; Malika, die altijd in de weer is met haar theeglazen; Omar Omar, de langzaam aan liefdesverdriet stervende pleegvader van Driss; Ahmed en Ahmed, zijn beide bedienden; en Jassin, de neef van Malika, op wie ze heimelijk verliefd is - spelen ook de vrienden van Mehdi een prominente rol: Boedoeft, Mehdi's overbuurjongen, geniaal rapper, schrijver en duvelstoejager, die te vroeg overlijdt, en De Kaap, die zijn plaats inneemt, een huis vindt in het geloof en bergen werk verzet. De langverwachte is een fijn vertakt web van al dan niet verweesde generaties, een literaire achtbaan waarin geloof en ongeloof elkaar opvolgen als dag en nacht, de personages elkaar aanraken en weer loslaten, een lichtvoetig sprookje over trouwjurken die niet willen trouwen, een onverkoopbare slagerij die toch verkocht wordt en een pleegvader die pas kan slapen als hij vuurwerk heeft gezien boven de skyline van Rotterdam.";;4;;;;;
Op slot;https://media.s-bol.com/xkkJVR3WM1B3/132x210.jpg;J.;Bernlef;;2007;;185;Als na de dood van een oude schilder zijn vriend zich over de nalatenschap buigt, stuit hij op schokkende stukjes verleden.;Op slot is het verhaal van twee oude kunstenaar, de schilder IJsbrand Blok en de fotograaf Dick Noordeloos. Als Blok plotseling sterft, vraagt zijn dochter Karien aan Dick om de collectie schilderijen te fotograferen voor een catalogus bij een overzichtstentoonstelling van Bloks werk. Dick stuit, samen met Karien, op een afgesloten kamer en langzaam komt hij erachter wat voor drama zich in de woning van zijn oude vriend heeft afgespeeld.;"""rebellie"",""vrouwenstrijd"",""kunst-en-kunstenaar"",""liefde"",""ouders-en-kinderen"",""ziekte-en-dood"",""eenzaamheid"",""psychische-gestoordheid""";3;;;;;
De onzichtbare jongen;https://media.s-bol.com/JPgkMpQolVBl/127x210.jpg;J.;Bernlef;;2005;;188;De vriendschap tussen twee opmerkelijke jongens bloedt dood. Jaren later ontmoeten ze elkaar onder merkwaardige omstandigheden.;"De onzichtbare jongen gaat over twee vrienden, kort na de Tweede Wereldoorlog: Max Veldman en Wouter van Bakel komen bij elkaar in de klas en raken bevriend. Max is gefascineerd door zaken waar zijn leeftijdgenoten niets aan vinden: hij wil de onzichtbare wereld van de wind in kaart brengen. Wouter is hardloper en droomt van records.Later verwatert hun vriendschap.
Wouter krijgt te maken met tegenslagen en ziekte, maar als hij daar net van aan het bijkomen is, komt hij erachter dat het met Max ook niet best gegaan is.
Een helder verhaal over twee opvallende jongens.
";"""andere-plaatsen-andere-tijden"",""de-adolescent"",""eenzaamheid"",""liefde"",""sport"",""ouders-en-kinderen"",""psychische-gestoordheid"",""rebellie"",""school"",""ziekte-en-dood""";3;;;;;
Een jongensoorlog;https://media.s-bol.com/gB3m5vqjY4Z/168x164.jpg;J.;Bernlef;;2005;;132;Een jongen wordt tegen het einde van de oorlog door zijn ouders vanuit Amsterdam naar een plattelandsdorp gestuurd om daar op het einde van de oorlog te wachten.;De jonge Michiel wordt tegen het einde van de Tweede Wereldoorlog door zijn ouders naar het platteland gestuurd. Daar is het veiliger dan in de grote stad, én daar is nog volop te eten, in tegenstelling tot het nog niet bevrijde westen van Nederland, waar de hongerwinter woedt. Michiel wordt ondergebracht in het huis van boer Tulp en weet daar met enige moeite zich aan te passen aan de gezinsregels en de gezinssituatie. Hij leert over de verhoudingen in het dorp, wie 'goed' is en wie 'fout'. Maar hij komt in de dagen vlak voor en na de bevrijding tot het inzicht dat lang niet alles is wat het lijkt. Hij is een stuk volwassener als hij weer terugkeert naar huis.;"""andere-plaatsen-andere-tijden"",""de-adolescent"",""eenzaamheid"",""liefde"",""oorlog"",""ouders-en-kinderen"",""school""";2;;;;;
Publiek geheim;https://media.s-bol.com/31lwn1o3knKn/133x210.jpg;J.;Bernlef;;1987;;242;Publiek geheim' speelt zich af in een Oost-Europees land, waar na een periode van staatsterreur de dooi is ingetreden.;Onder de mensen van de televisie heerst geen zekerheid over de in te nemen houding: hoever je kunt gaan weet eigenlijk niemand. Wanneer er een film over een beroemde schrijver moet worden gemaakt die in het verleden voor staatsgevaarlijk is doorgegaan, leidt die onzekerheid tot conflicten, vervolgens tot kleur bekennen, en ten slotte tot duidelijkheid.;;4;;;https://www.tzum.info/2014/11/recensie-j-bernlef-publiek-geheim/;Besproken in Literair Lexicon / Lijstwerk;
De een zijn dood;https://media.s-bol.com/prm7KpMyKPX/131x210.jpg;J.;Bernlef;;2011;;192;"Oud-rechercheur Wim Terlinde is op zoek naar nabestaanden van de overleden Roderick Vos en komt uit bij twee vrouwen die in diens leven een rol hebben gespeeld. Als een van hen in een psychose beland blijkt te zijn, drukt hij samen met de andere vrouw de erfenis van Vos achterover.
";Oud-rechercheur Wim Terlinde is op zoek naar nabestaanden van de overleden Roderick Vos en komt uit bij twee vrouwen die in diens leven een rol hebben gespeeld. Als een van hen in een psychose beland blijkt te zijn, drukt hij samen met de andere vrouw de erfenis van Vos achterover.;;3;Mevrouw Van der Geer over dit boek: 'Eerlijk duurt meestal het langst, maar niet altijd. Dit is een boek over een ex-rechercheur die zich bezighoudt met frauduleuze praktijken. Het opstrijken van erfenissen die anders in de staatskas belanden. Hij gaat er heel ver in om zijn doel te bereiken en hij trekt nu ook twee slachtoffers van een man mee in de ellende. Hij weet een van de vrouwen te overtuigen dat zij recht heeft op de erfenis van deze man aangezien hij haar in het verleden heeft misbruikt.... Een spannend boek dat je tegelijkertijd aan het denken zet.';;;;
